Ntexto,Palabra,Polaridad
1038,past,negative
1038,bed,negative
1038,armoire,negative
1038,asked,negative
1038,desk,negative
1038,clerk,negative
1038,larger,negative
1038,rooms,negative
1038,said,negative
1038,except,negative
1038,corner,negative
1038,rooms,negative
1038,untrue,negative
1038,several,negative
1038,larger,negative
1038,room,negative
1038,types,negative
1038,even,negative
1038,offer,negative
1038,check,negative
1038,availablity,negative
1038,rooms,negative
1038,talking,negative
1038,consierge,negative
1038,blamed,negative
1038,everything,negative
1038,upcoming,negative
1038,renovations,negative
1038,hotel,negative
1038,promising,negative
1038,two,negative
1038,years,negative
1038,disappointing,negative
1038,expensive,negative
1038,experience,negative
1039,wife,negative
1039,spent,negative
1039,long,negative
1039,weekend,negative
1039,hardrock,negative
1039,chicago,negative
1039,hotel,negative
1039,although,negative
1039,one,negative
1039,normally,negative
1039,write,negative
1039,long,negative
1039,email,negative
1039,felt,negative
1039,necessary,negative
1039,bring,negative
1039,disappointing,negative
1039,experiences,negative
1039,recent,negative
1039,syat,negative
1039,2,negative
1039,14,negative
1039,2,negative
1039,17,negative
1039,attention,negative
1039,issues,negative
1039,included,negative
1039,friends,negative
1039,ordered,negative
1039,chocolate,negative
1039,covered,negative
1039,strawberries,negative
1039,delivered,negative
1039,room,negative
1039,upon,negative
1039,arriving,negative
1039,2,negative
1039,14,negative
1039,never,negative
1039,got,negative
1039,friends,negative
1039,later,negative
1039,2,negative
1039,16,negative
1039,asked,negative
1039,us,negative
1039,received,negative
1039,strawberries,negative
1039,responded,negative
1039,brought,negative
1039,attention,negative
1039,hotel,negative
1039,pleasantly,negative
1039,surprised,negative
1039,received,negative
1039,complimentary,negative
1039,bottle,negative
1039,champagne,negative
1039,disappointed,negative
1039,upon,negative
1039,checking,negative
1039,however,negative
1039,accidentally,negative
1039,billed,negative
1039,complimentary,negative
1039,champagne,negative
1039,later,negative
1039,subtracted,negative
1039,bill,negative
1039,room,negative
1039,dvd,negative
1039,player,negative
1039,work,negative
1039,approximately,negative
1039,11,negative
1039,pm,negative
1039,2,negative
1039,15,negative
1039,called,negative
1039,front,negative
1039,desk,negative
1039,help,negative
1039,trouble,negative
1039,shooting,negative
1039,issue,negative
1039,person,negative
1039,responded,negative
1039,friendly,negative
1039,al,negative
1039,engineer,negative
1039,calling,negative
1039,back,negative
1039,shortly,negative
1039,help,negative
1039,10,negative
1039,minutes,negative
1039,later,negative
1039,knock,negative
1039,door,negative
1039,al,negative
1039,great,negative
1039,friendly,negative
1039,guy,negative
1039,waiting,negative
1039,call,negative
1039,back,negative
1039,arrival,negative
1039,service,negative
1039,tech,negative
1039,keep,negative
1039,mind,negative
1039,late,negative
1039,already,negative
1039,bed,negative
1039,al,negative
1039,able,negative
1039,fix,negative
1039,dvd,negative
1039,player,negative
1039,graciously,negative
1039,told,negative
1039,us,negative
1039,order,negative
1039,movie,negative
1039,us,negative
1039,thru,negative
1039,house,negative
1039,movie,negative
1039,selection,negative
1039,problem,negative
1039,work,negative
1039,either,negative
1039,al,negative
1039,awesome,negative
1039,called,negative
1039,service,negative
1039,provider,negative
1039,able,negative
1039,fix,negative
1039,midnight,negative
1039,finally,negative
1039,midnight,negative
1039,al,negative
1039,called,negative
1039,us,negative
1039,back,negative
1039,movie,negative
1039,watching,negative
1039,mood,negative
1039,sort,negative
1039,passed,negative
1039,ended,negative
1039,watching,negative
1039,film,negative
1039,hitman,negative
1039,alone,negative
1039,wife,negative
1039,already,negative
1039,gone,negative
1039,sleep,negative
1039,thermostat,negative
1039,room,negative
1039,work,negative
1039,regardless,negative
1039,temperature,negative
1039,set,negative
1039,set,negative
1039,65,negative
1039,degrees,negative
1039,actual,negative
1039,temperature,negative
1039,76,negative
1039,degrees,negative
1039,many,negative
1039,unresolved,negative
1039,issues,negative
1039,feel,negative
1039,necessary,negative
1039,voice,negative
1039,read,negative
1040,going,negative
1040,internet,negative
1040,retailer,negative
1040,2010,negative
1040,last,negative
1040,minute,negative
1040,hotel,negative
1040,left,negative
1040,available,negative
1040,shuttle,negative
1040,services,negative
1040,first,negative
1040,reading,negative
1040,reviews,negative
1040,know,negative
1040,got,negative
1040,ripped,negative
1040,249,negative
1040,night,negative
1040,priceline,negative
1040,folks,negative
1040,sniping,negative
1040,rooms,negative
1040,79,negative
1040,albiet,negative
1040,got,negative
1040,free,negative
1040,wifi,negative
1040,hotel,negative
1040,nice,negative
1040,get,negative
1040,nice,negative
1040,oldie,negative
1040,matter,negative
1040,much,negative
1040,money,negative
1040,dump,negative
1040,shower,negative
1040,head,negative
1040,really,negative
1040,low,negative
1040,6,negative
1040,1,negative
1040,water,negative
1040,pressure,negative
1040,low,negative
1040,decent,negative
1040,part,negative
1040,town,negative
1040,hype,negative
1040,bar,negative
1040,close,negative
1040,check,negative
1040,reviews,negative
1040,yelp,negative
1040,reason,negative
1040,ended,negative
1040,two,negative
1040,double,negative
1040,beds,negative
1040,asked,negative
1040,times,negative
1040,traveling,negative
1040,alone,negative
1040,traveling,negative
1040,1,negative
1040,make,negative
1040,sure,negative
1040,get,negative
1040,better,negative
1040,deal,negative
1040,2,negative
1040,confirm,negative
1040,exact,negative
1040,needs,negative
1040,reservation,negative
1040,phone,negative
1040,person,negative
1040,3,negative
1040,super,negative
1040,high,negative
1040,hopes,negative
1040,room,negative
1040,neither,negative
1040,par,negative
1040,business,negative
1040,class,negative
1040,although,negative
1040,22nd,negative
1040,floor,negative
1040,called,negative
1040,executive,negative
1040,floor,negative
1040,good,negative
1040,fit,negative
1040,romantic,negative
1040,couple,negative
1040,wasnt,negative
1040,even,negative
1040,spacious,negative
1040,enough,negative
1040,last,negative
1040,minute,negative
1040,get,negative
1040,awayers,negative
1040,sp,negative
1040,trying,negative
1040,save,negative
1040,money,negative
1041,stayed,negative
1041,chicago,negative
1041,hilton,negative
1041,host,negative
1041,conference,negative
1041,attending,negative
1041,arrived,negative
1041,tried,negative
1041,find,negative
1041,room,negative
1041,fitness,negative
1041,program,negative
1041,advertised,negative
1041,corporate,negative
1041,website,negative
1041,called,negative
1041,800,negative
1041,reservation,negative
1041,number,negative
1041,client,negative
1041,service,negative
1041,representative,negative
1041,answered,negative
1041,hotel,negative
1041,fitness,negative
1041,center,negative
1041,explained,negative
1041,inquiring,negative
1041,room,negative
1041,fitness,negative
1041,advertised,negative
1041,website,negative
1041,put,negative
1041,hold,negative
1041,came,negative
1041,back,negative
1041,minutes,negative
1041,later,negative
1041,told,negative
1041,thing,negative
1041,call,negative
1041,property,negative
1041,directly,negative
1041,got,negative
1041,response,negative
1041,asked,negative
1041,could,negative
1041,reserve,negative
1041,treadmill,negative
1041,room,negative
1041,problem,negative
1041,arrived,negative
1041,hotel,negative
1041,treadmill,negative
1041,available,negative
1041,went,negative
1041,tour,negative
1041,fitness,negative
1041,room,negative
1041,first,negative
1041,night,negative
1041,found,negative
1041,close,negative
1041,9pm,negative
1041,returned,negative
1041,center,negative
1041,next,negative
1041,day,negative
1041,discovered,negative
1041,charge,negative
1041,13,negative
1041,per,negative
1041,day,negative
1041,use,negative
1041,fitness,negative
1041,equipment,negative
1041,pool,negative
1041,track,negative
1041,locker,negative
1041,room,negative
1041,free,negative
1041,use,negative
1041,treadmills,negative
1041,etc,negative
1041,pay,negative
1041,13,negative
1041,per,negative
1041,day,negative
1041,charge,negative
1041,noted,negative
1041,anywhere,negative
1041,website,negative
1041,guest,negative
1041,service,negative
1041,materials,negative
1041,room,negative
1041,food,negative
1041,conference,negative
1041,mediocre,negative
1041,one,negative
1041,room,negative
1041,service,negative
1041,meal,negative
1041,pretty,negative
1041,good,negative
1041,one,negative
1041,conference,negative
1041,lunch,negative
1041,sessions,negative
1041,wait,negative
1041,staff,negative
1041,made,negative
1041,much,negative
1041,noise,negative
1041,hear,negative
1041,speaker,negative
1041,hvac,negative
1041,work,negative
1041,well,negative
1041,room,negative
1041,kept,negative
1041,windows,negative
1041,open,negative
1041,three,negative
1041,night,negative
1041,stay,negative
1041,beds,negative
1041,comfortable,negative
1041,nice,negative
1041,linens,negative
1041,tried,negative
1041,get,negative
1041,late,negative
1041,checkout,negative
1041,offered,negative
1041,card,negative
1041,room,negative
1041,woman,negative
1041,answered,negative
1041,phone,negative
1041,would,negative
1041,give,negative
1041,hour,negative
1041,11,negative
1041,2pm,negative
1041,range,negative
1041,advertised,negative
1041,room,negative
1041,best,negative
1041,service,negative
1041,received,negative
1041,folks,negative
1041,security,negative
1041,office,negative
1041,hotel,negative
1041,safes,negative
1041,guest,negative
1041,rooms,negative
1041,became,negative
1041,friendly,negative
1041,security,negative
1041,office,negative
1041,locked,negative
1041,laptop,negative
1041,conference,negative
1041,sessions,negative
1041,every,negative
1041,time,negative
1041,carry,negative
1041,hotel,negative
1041,visit,negative
1041,chicago,negative
1041,least,negative
1041,year,negative
1041,personal,negative
1041,travel,negative
1041,continue,negative
1041,stay,negative
1041,marriott,negative
1041,properties,negative
1041,wish,negative
1041,done,negative
1041,visit,negative
1042,returned,negative
1042,2,negative
1042,night,negative
1042,stay,negative
1042,hotel,negative
1042,requested,negative
1042,high,negative
1042,floor,negative
1042,quiet,negative
1042,room,negative
1042,neither,negative
1042,request,negative
1042,honored,negative
1042,windows,negative
1042,well,negative
1042,insulated,negative
1042,traffic,negative
1042,car,negative
1042,horns,negative
1042,sirens,negative
1042,continued,negative
1042,night,negative
1042,long,negative
1042,first,negative
1042,night,negative
1042,two,negative
1042,drunk,negative
1042,parties,negative
1042,woke,negative
1042,us,negative
1042,hallway,negative
1042,safe,negative
1042,room,negative
1042,work,negative
1042,someone,negative
1042,locked,negative
1042,arrival,negative
1042,one,negative
1042,pictures,negative
1042,tv,negative
1042,removed,negative
1042,leaving,negative
1042,screw,negative
1042,sticking,negative
1042,wall,negative
1042,lights,negative
1042,dim,negative
1042,next,negative
1042,impossible,negative
1042,read,negative
1042,small,negative
1042,alcove,negative
1042,stained,negative
1042,bench,negative
1042,reading,negative
1042,light,negative
1042,50,negative
1042,watts,negative
1042,room,negative
1042,key,negative
1042,cards,negative
1042,work,negative
1042,returned,negative
1042,lobby,negative
1042,recoded,negative
1042,upon,negative
1042,returning,negative
1042,room,negative
1042,work,negative
1042,stood,negative
1042,trying,negative
1042,finally,negative
1042,succeeded,negative
1042,help,negative
1042,staff,negative
1042,bathroom,negative
1042,small,negative
1042,fan,negative
1042,steam,negative
1042,covers,negative
1042,mirrors,negative
1042,unless,negative
1042,leave,negative
1042,bathroom,negative
1042,door,negative
1042,open,negative
1042,clear,negative
1042,friday,negative
1042,night,negative
1042,one,negative
1042,small,negative
1042,cookie,negative
1042,left,negative
1042,room,negative
1042,second,negative
1042,guest,negative
1042,supposed,negative
1042,split,negative
1042,2,negative
1042,inch,negative
1042,diameter,negative
1042,cookie,negative
1042,sunday,negative
1042,phone,negative
1042,rang,negative
1042,7,negative
1042,wakeup,negative
1042,call,negative
1042,requested,negative
1042,woken,negative
1042,concierge,negative
1042,know,negative
1042,way,negative
1042,get,negative
1042,hare,negative
1042,train,negative
1042,gave,negative
1042,us,negative
1042,longer,negative
1042,route,negative
1042,necessary,negative
1042,stayed,negative
1042,much,negative
1042,better,negative
1042,hotels,negative
1042,chicago,negative
1042,quieter,negative
1042,spacious,negative
1042,elegant,negative
1042,worth,negative
1042,money,negative
1042,definitely,negative
1042,worth,negative
1042,400,negative
1042,month,negative
1042,way,negative
1042,live,negative
1042,washington,negative
1042,dc,negative
1042,used,negative
1042,city,negative
1042,noise,negative
1042,unacceptable,negative
1043,recently,negative
1043,stayed,negative
1043,chicago,negative
1043,triathlon,negative
1043,third,negative
1043,stay,negative
1043,hotel,negative
1043,issues,negative
1043,visit,negative
1043,3rd,negative
1043,day,negative
1043,stay,negative
1043,requested,negative
1043,room,negative
1043,serviced,negative
1043,returned,negative
1043,thought,negative
1043,clean,negative
1043,room,negative
1043,getting,negative
1043,bed,negative
1043,cut,negative
1043,piece,negative
1043,glass,negative
1043,carpet,negative
1043,must,negative
1043,first,negative
1043,person,negative
1043,cut,negative
1043,room,negative
1043,found,negative
1043,dried,negative
1043,blood,negative
1043,bathroom,negative
1043,floor,negative
1043,afterwards,negative
1043,noticed,negative
1043,disgusted,negative
1043,notified,negative
1043,staff,negative
1043,asked,negative
1043,room,negative
1043,vacuumed,negative
1043,bathroom,negative
1043,mopped,negative
1043,returned,negative
1043,room,negative
1043,5pm,negative
1043,find,negative
1043,dried,negative
1043,blood,negative
1043,still,negative
1043,floor,negative
1043,making,negative
1043,complaint,negative
1043,customer,negative
1043,service,negative
1043,gotten,negative
1043,reply,negative
1043,hotel,negative
1043,considering,negative
1043,price,negative
1043,point,negative
1043,downtown,negative
1043,hotel,negative
1043,would,negative
1043,think,negative
1043,would,negative
1043,try,negative
1043,live,negative
1043,5,negative
1043,star,negative
1043,rating,negative
1043,instead,negative
1043,failed,negative
1043,miserably,negative
1043,luckily,negative
1043,many,negative
1043,hotels,negative
1043,choose,negative
1043,downtown,negative
1043,chicago,negative
1044,returned,negative
1044,james,negative
1044,hotel,negative
1044,staying,negative
1044,park,negative
1044,hyatt,negative
1044,stayed,negative
1044,chicago,negative
1044,hotels,negative
1044,pennisula,negative
1044,four,negative
1044,seasons,negative
1044,ritz,negative
1044,fairmont,negative
1044,etc,negative
1044,heard,negative
1044,little,negative
1044,james,negative
1044,primehouse,negative
1044,james,negative
1044,paid,negative
1044,room,negative
1044,james,negative
1044,mentioned,negative
1044,hotels,negative
1044,disappoitment,negative
1044,room,negative
1044,stayed,negative
1044,2,negative
1044,double,negative
1044,beds,negative
1044,toilet,negative
1044,broke,negative
1044,overflowed,negative
1044,tub,negative
1044,didnt,negative
1044,drain,negative
1044,showering,negative
1044,huge,negative
1044,bathroom,negative
1044,door,negative
1044,almost,negative
1044,heavy,negative
1044,close,negative
1044,broke,negative
1044,several,negative
1044,times,negative
1044,closet,negative
1044,door,negative
1044,curtain,negative
1044,close,negative
1044,drawer,negative
1044,space,negative
1044,clothes,negative
1044,room,negative
1044,small,negative
1044,non,negative
1044,descript,negative
1044,much,negative
1044,like,negative
1044,staying,negative
1044,ikea,negative
1044,without,negative
1044,color,negative
1044,windows,negative
1044,outside,negative
1044,terribly,negative
1044,dirty,negative
1044,elevators,negative
1044,dirty,negative
1044,small,negative
1044,staff,negative
1044,however,negative
1044,top,negative
1044,notch,negative
1044,exceptionally,negative
1044,helpful,negative
1044,friendly,negative
1044,room,negative
1044,huge,negative
1044,52,negative
1044,plasma,negative
1044,tv,negative
1044,nice,negative
1044,way,negative
1044,hotel,negative
1044,4,negative
1044,star,negative
1044,yet,negative
1044,room,negative
1044,rate,negative
1044,close,negative
1044,500,negative
1044,00,negative
1044,night,negative
1044,way,negative
1044,line,negative
1044,paid,negative
1044,mentioned,negative
1044,hotels,negative
1044,rate,negative
1044,half,negative
1045,centrally,negative
1045,located,negative
1045,loop,negative
1045,directly,negative
1045,south,negative
1045,7th,negative
1045,day,negative
1045,adventist,negative
1045,church,negative
1045,room,negative
1045,looked,negative
1045,upon,negative
1045,wacker,negative
1045,drive,negative
1045,aforementioned,negative
1045,church,negative
1045,chicago,negative
1045,river,negative
1045,small,negative
1045,room,negative
1045,virtually,negative
1045,storage,negative
1045,space,negative
1045,attended,negative
1045,conference,negative
1045,monaco,negative
1045,venue,negative
1045,provided,negative
1045,adequate,negative
1045,service,negative
1045,problems,negative
1045,first,negative
1045,time,negative
1045,spent,negative
1045,kimpton,negative
1045,hotel,negative
1045,registered,negative
1045,frequent,negative
1045,stay,negative
1045,program,negative
1045,never,negative
1045,felt,negative
1045,comfortable,negative
1045,hotel,negative
1045,60,negative
1045,yrs,negative
1045,old,negative
1045,appears,negative
1045,clientele,negative
1045,target,negative
1045,half,negative
1045,age,negative
1045,rude,negative
1045,front,negative
1045,deskperson,negative
1045,unidentifiable,negative
1045,gender,negative
1045,young,negative
1045,people,negative
1045,stay,negative
1045,marriott,negative
1045,michigan,negative
1045,ave,negative
1045,next,negative
1045,time,negative
1046,excellent,negative
1046,hotel,negative
1046,rooms,negative
1046,service,negative
1046,great,negative
1046,great,negative
1046,value,negative
1046,places,negative
1046,good,negative
1046,nearly,negative
1046,twice,negative
1046,price,negative
1046,good,negative
1046,location,negative
1046,close,negative
1046,l,negative
1046,short,negative
1046,walk,negative
1046,rental,negative
1046,car,negative
1046,service,negative
1046,restaurants,negative
1046,area,negative
1046,bit,negative
1046,disappointment,negative
1046,shopping,negative
1046,great,negative
1046,area,negative
1046,recommendations,negative
1046,great,negative
1046,theatre,negative
1046,restaurants,negative
1046,museums,negative
1046,shopping,negative
1047,gorgeous,negative
1047,hotel,negative
1047,outside,negative
1047,lobby,negative
1047,however,negative
1047,reached,negative
1047,elevator,negative
1047,things,negative
1047,started,negative
1047,look,negative
1047,quite,negative
1047,dingy,negative
1047,bathrooms,negative
1047,room,negative
1047,grout,negative
1047,need,negative
1047,deep,negative
1047,scrubbing,negative
1047,overall,negative
1047,appearance,negative
1047,dirty,negative
1047,wireless,negative
1047,internet,negative
1047,available,negative
1047,additional,negative
1047,fee,negative
1047,kidding,negative
1047,even,negative
1047,roach,negative
1047,motel,negative
1047,offers,negative
1047,wireless,negative
1047,free,negative
1047,also,negative
1047,fitness,negative
1047,room,negative
1047,available,negative
1047,15,negative
1047,per,negative
1047,day,negative
1047,wow,negative
1047,thought,negative
1047,room,negative
1047,rate,negative
1047,enough,negative
1047,cover,negative
1047,used,negative
1047,coffee,negative
1047,supplies,negative
1047,room,negative
1047,replenished,negative
1047,called,negative
1047,next,negative
1047,morning,negative
1047,requesting,negative
1047,told,negative
1047,housekeeping,negative
1047,area,negative
1047,would,negative
1047,send,negative
1047,kidding,negative
1047,nearly,negative
1047,90,negative
1047,minutes,negative
1047,later,negative
1047,got,negative
1047,cream,negative
1047,sugar,negative
1047,glad,negative
1047,big,negative
1047,hurry,negative
1047,definitely,negative
1047,staying,negative
1047,next,negative
1047,door,negative
1047,half,negative
1047,cost,negative
1047,lot,negative
1047,better,negative
1047,accommodations,negative
1047,next,negative
1047,time,negative
1047,chicago,negative
1048,reservation,negative
1048,3,negative
1048,rooms,negative
1048,5,negative
1048,adults,negative
1048,2,negative
1048,kids,negative
1048,got,negative
1048,2,negative
1048,rooms,negative
1048,arrival,negative
1048,2,negative
1048,corner,negative
1048,rooms,negative
1048,extra,negative
1048,room,negative
1048,night,negative
1048,cold,negative
1048,able,negative
1048,change,negative
1048,c,negative
1048,even,negative
1048,though,negative
1048,switched,negative
1048,went,negative
1048,cooling,negative
1048,strange,negative
1048,night,negative
1048,loud,negative
1048,street,negative
1048,morning,negative
1048,uploaded,negative
1048,something,negative
1048,infront,negative
1048,window,negative
1048,stood,negative
1048,vertically,negative
1048,bed,negative
1048,need,negative
1048,spend,negative
1048,1,negative
1048,night,negative
1048,hotel,negative
1048,came,negative
1048,years,negative
1048,ago,negative
1048,better,negative
1048,mind,negative
1048,area,negative
1048,good,negative
1048,walking,negative
1048,distance,negative
1048,famous,negative
1048,shopping,negative
1048,places,negative
1048,good,negative
1048,clean,negative
1048,fancy,negative
1048,sorry,negative
1048,next,negative
1048,time,negative
1048,looking,negative
1048,quiet,negative
1048,hotel,negative
1048,chicago,negative
1049,checking,negative
1049,sofitel,negative
1049,chicago,negative
1049,water,negative
1049,tower,negative
1049,day,negative
1049,left,negative
1049,hotel,negative
1049,crossed,negative
1049,street,negative
1049,started,negative
1049,walk,negative
1049,eb,negative
1049,chestnut,negative
1049,looking,negative
1049,cab,negative
1049,still,negative
1049,within,negative
1049,sight,negative
1049,sofitel,negative
1049,doorman,negative
1049,sighted,negative
1049,cab,negative
1049,approximately,negative
1049,one,negative
1049,block,negative
1049,away,negative
1049,attempted,negative
1049,hail,negative
1049,immediately,negative
1049,heard,negative
1049,sofitel,negative
1049,doorman,negative
1049,yelling,negative
1049,stop,negative
1049,heard,negative
1049,sound,negative
1049,whistle,negative
1049,cab,negative
1049,slowed,negative
1049,pick,negative
1049,doorman,negative
1049,continued,negative
1049,yell,negative
1049,blow,negative
1049,whistle,negative
1049,started,negative
1049,run,negative
1049,direction,negative
1049,cab,negative
1049,stopped,negative
1049,quickly,negative
1049,entered,negative
1049,cab,negative
1049,locked,negative
1049,door,negative
1049,fear,negative
1049,physically,negative
1049,attacked,negative
1049,sofitel,negative
1049,doorman,negative
1049,locking,negative
1049,door,negative
1049,doorman,negative
1049,attempted,negative
1049,open,negative
1049,door,negative
1049,continued,negative
1049,accost,negative
1049,outside,negative
1049,cab,negative
1049,claiming,negative
1049,hotel,negative
1049,customers,negative
1049,waiting,negative
1049,cabs,negative
1049,suggested,negative
1049,right,negative
1049,hail,negative
1049,cab,negative
1049,vicinity,negative
1049,hotel,negative
1049,called,negative
1049,jerk,negative
1049,allowing,negative
1049,cab,negative
1049,driver,negative
1049,depart,negative
1049,destination,negative
1049,consequently,negative
1049,unless,negative
1049,enjoy,negative
1049,accosted,negative
1049,hotel,negative
1049,doormen,negative
1049,please,negative
1049,attempt,negative
1049,hail,negative
1049,cab,negative
1049,anywhere,negative
1049,near,negative
1049,hotel,negative
1049,circumstances,negative
1049,without,negative
1049,first,negative
1049,securing,negative
1049,permission,negative
1049,doorman,negative
1049,lastly,negative
1049,rest,negative
1049,stay,negative
1049,enjoy,negative
1049,hotel,negative
1049,seek,negative
1049,highly,negative
1049,pretentious,negative
1049,staff,negative
1049,prefer,negative
1049,speak,negative
1049,guests,negative
1049,french,negative
1049,instead,negative
1049,english,negative
1049,nothing,negative
1049,french,negative
1049,french,negative
1049,language,negative
1049,much,negative
1049,prefer,negative
1049,communicating,negative
1049,english,negative
1049,visiting,negative
1049,one,negative
1049,best,negative
1049,cities,negative
1049,best,negative
1049,country,negative
1049,world,negative
1049,viva,negative
1049,la,negative
1049,usa,negative
1050,hyped,negative
1050,priced,negative
1050,fact,negative
1050,complimentary,negative
1050,wine,negative
1050,reception,negative
1050,every,negative
1050,night,negative
1050,5,negative
1050,doesnt,negative
1050,take,negative
1050,away,negative
1050,fact,negative
1050,terrible,negative
1050,beds,negative
1050,place,negative
1050,isnt,negative
1050,clean,negative
1050,4,negative
1050,star,negative
1050,hotel,negative
1050,hallways,negative
1050,smelled,negative
1050,like,negative
1050,dog,negative
1050,parlor,negative
1050,carpets,negative
1050,room,negative
1050,look,negative
1050,like,negative
1050,cleaned,negative
1050,well,negative
1050,ever,negative
1050,decorative,negative
1050,pillows,negative
1050,bed,negative
1050,filthy,negative
1050,actually,negative
1050,stained,negative
1050,brown,negative
1050,looked,negative
1050,like,negative
1050,sitting,negative
1050,outside,negative
1050,everyone,negative
1050,use,negative
1050,put,negative
1050,back,negative
1050,bed,negative
1050,decor,negative
1050,hotel,negative
1050,nice,negative
1050,eclectic,negative
1050,wasnt,negative
1050,enough,negative
1050,convince,negative
1050,ever,negative
1050,stay,negative
1050,bed,negative
1050,uncomfortable,negative
1050,thing,negative
1050,every,negative
1050,tried,negative
1050,sleep,negative
1050,couldnt,negative
1050,sleep,negative
1050,whole,negative
1050,week,negative
1050,stayed,negative
1050,hard,negative
1050,lumpy,negative
1050,pillows,negative
1050,tiny,negative
1050,final,negative
1050,say,negative
1050,priced,negative
1050,holiday,negative
1050,inn,negative
1051,attended,negative
1051,wedding,negative
1051,chicago,negative
1051,sofitel,negative
1051,new,negative
1051,humming,negative
1051,modern,negative
1051,w,negative
1051,hotel,negative
1051,style,negative
1051,minimalist,negative
1051,great,negative
1051,location,negative
1051,however,negative
1051,miss,negative
1051,basics,negative
1051,less,negative
1051,trendy,negative
1051,hotel,negative
1051,checked,negative
1051,7,negative
1051,pm,negative
1051,room,negative
1051,ready,negative
1051,gave,negative
1051,key,negative
1051,maid,negative
1051,still,negative
1051,room,negative
1051,making,negative
1051,wait,negative
1051,hallway,negative
1051,weekend,negative
1051,came,negative
1051,back,negative
1051,nap,negative
1051,3,negative
1051,30,negative
1051,pm,negative
1051,vacating,negative
1051,room,negative
1051,8,negative
1051,30,negative
1051,still,negative
1051,made,negative
1051,housekeeping,negative
1051,line,negative
1051,never,negative
1051,answered,negative
1051,call,negative
1051,front,negative
1051,desk,negative
1051,get,negative
1051,someone,negative
1051,make,negative
1051,room,negative
1051,also,negative
1051,called,negative
1051,housekeeping,negative
1051,new,negative
1051,hairdryer,negative
1051,never,negative
1051,brought,negative
1051,one,negative
1051,gave,negative
1051,hot,negative
1051,youth,negative
1051,hotel,negative
1051,next,negative
1051,visit,negative
1051,think,negative
1051,prefer,negative
1051,classic,negative
1051,amenities,negative
1051,likely,negative
1051,timely,negative
1051,housekeeping,negative
1051,somewhat,negative
1051,larger,negative
1051,room,negative
1051,walk,negative
1051,around,negative
1051,less,negative
1051,trendy,negative
1051,hot,negative
1051,loud,negative
1051,clientele,negative
1051,40,negative
1052,stayed,negative
1052,october,negative
1052,6,negative
1052,2012,negative
1052,pulled,negative
1052,covers,negative
1052,bed,negative
1052,small,negative
1052,dark,negative
1052,brown,negative
1052,insect,negative
1052,size,negative
1052,grain,negative
1052,rice,negative
1052,either,negative
1052,bed,negative
1052,bug,negative
1052,cockroach,negative
1052,trapped,negative
1052,glass,negative
1052,see,negative
1052,attached,negative
1052,pictures,negative
1052,called,negative
1052,front,negative
1052,desk,negative
1052,housecleaning,negative
1052,person,negative
1052,claimed,negative
1052,cockroach,negative
1052,absolutely,negative
1052,horrible,negative
1052,service,negative
1052,hotel,negative
1052,management,negative
1052,respond,negative
1052,problem,negative
1052,failing,negative
1052,follow,negative
1052,promises,negative
1052,made,negative
1052,setting,negative
1052,aside,negative
1052,bug,negative
1052,problem,negative
1052,caution,negative
1052,windows,negative
1052,quite,negative
1052,thin,negative
1052,could,negative
1052,hear,negative
1052,lot,negative
1052,street,negative
1052,noise,negative
1052,made,negative
1052,hard,negative
1052,night,negative
1052,sleep,negative
1052,mention,negative
1052,worrying,negative
1052,insects,negative
1052,even,negative
1052,changing,negative
1052,rooms,negative
1052,400,negative
1052,night,negative
1052,tax,negative
1052,strongly,negative
1052,encourage,negative
1052,check,negative
1052,alternatives,negative
1053,called,negative
1053,edit,negative
1053,existing,negative
1053,reservation,negative
1053,placed,negative
1053,hold,negative
1053,30,negative
1053,minutes,negative
1053,finally,negative
1053,someone,negative
1053,came,negative
1053,phone,negative
1053,said,negative
1053,ill,negative
1053,transfer,negative
1053,put,negative
1053,hold,negative
1053,another,negative
1053,5,negative
1053,minutes,negative
1053,finally,negative
1053,get,negative
1053,speak,negative
1053,someone,negative
1053,going,negative
1053,changes,negative
1053,asked,negative
1053,send,negative
1053,revised,negative
1053,copy,negative
1053,reservation,negative
1053,huffed,negative
1053,acted,negative
1053,put,negative
1053,able,negative
1053,disconnect,negative
1053,said,negative
1053,one,negative
1053,question,negative
1053,replied,negative
1053,working,negative
1053,front,negative
1053,desk,negative
1053,customers,negative
1053,waiting,negative
1053,thought,negative
1053,customer,negative
1053,pathetic,negative
1053,rude,negative
1053,hotel,negative
1053,better,negative
1053,find,negative
1053,better,negative
1053,employees,negative
1053,guests,negative
1053,truly,negative
1053,enjoy,negative
1053,stay,negative
1054,stayed,negative
1054,hilton,negative
1054,chicago,negative
1054,last,negative
1054,week,negative
1054,disappointed,negative
1054,highlight,negative
1054,stay,negative
1054,waiting,negative
1054,20,negative
1054,minutes,negative
1054,bellman,negative
1054,come,negative
1054,get,negative
1054,luggage,negative
1054,finally,negative
1054,72,negative
1054,year,negative
1054,old,negative
1054,mother,negative
1054,8,negative
1054,year,negative
1054,old,negative
1054,son,negative
1054,gave,negative
1054,dragged,negative
1054,valet,negative
1054,parking,negative
1054,easy,negative
1054,task,negative
1054,security,negative
1054,guard,negative
1054,kind,negative
1054,enough,negative
1054,hold,negative
1054,door,negative
1054,valet,negative
1054,parking,negative
1054,attendants,negative
1054,looked,negative
1054,ignored,negative
